n | name | university | phd_year | gender | fa_n_pubs_pre_phd | fa_n_pubs_prost_phd | fa_year_last | all_n_pubs_pre_phd | all_n_pubs_prost_phd | all_year_last |  fa_2003 | fa_2004 | fa_2005 | fa_2006 | fa_2007 | fa_2008 | fa_2009 | fa_2010 | fa_2011 | fa_2012 | fa_2013 | fa_2014 | fa_2015 | fa_2016 |  all_2003 | all_2004 | all_2005 | all_2006 | all_2007 | all_2008 | all_2009 | all_2010 | all_2011 | all_2012 | all_2013 | all_2014 | all_2015 | all_2016 | foo
81 | Lai, Kamson Yeuk Yu | Harvard University | 2008 | male | 4 | 0 | 2008 | 9 | 21 | 2016 | 0 | 0 | 0 | 1 | 1 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 1 | 2 | 4 | 2 | 2 | 0 | 3 | 7 | 6 | 1 | 1 | 1 |
82 | Martell, Sarah L. | University of California, Santa Cruz | 2008 | female | 5 | 8 | 2017 | 6 | 38 | 2017 | 0 | 1 | 0 | 0 | 0 | 4 | 1 | 1 | 3 | 0 | 1 | 0 | 0 | 1 |  1 | 1 | 0 | 0 | 0 | 4 | 1 | 2 | 4 | 2 | 4 | 2 | 9 | 8 |
83 | Koch, Frederick Elliott | University of California, Los Angeles | 2008 | male | 2 | 2 | 2012 | 3 | 6 | 2014 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 3 | 1 | 0 | 2 | 2 | 0 | 1 | 0 | 0 |
84 | Lemaster, Michelle Nicole | Princeton University | 2008 | female | 3 | 1 | 2009 | 3 | 1 | 2009 | 0 | 0 | 0 | 0 | 1 | 2 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 1 | 2 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
85 | Brooks, Alyson | University of Washington | 2008 | female | 2 | 6 | 2016 | 35 | 158 | 2017 | 0 | 0 | 0 | 0 | 1 | 1 | 1 | 0 | 1 | 0 | 1 | 2 | 0 | 1 |  0 | 1 | 2 | 3 | 10 | 19 | 18 | 13 | 13 | 21 | 12 | 22 | 11 | 32 |
86 | Chipps, Kelly Anne | Colorado School of Mines | 2008 | female | 2 | 8 | 2017 | 4 | 16 | 2017 | 0 | 1 | 0 | 0 | 0 | 1 | 2 | 1 | 1 | 1 | 0 | 0 | 0 | 1 |  0 | 1 | 0 | 0 | 1 | 2 | 4 | 1 | 1 | 3 | 1 | 0 | 1 | 3 |
87 | Berrier, Joel Craig | University of California, Irvine | 2008 | male | 2 | 6 | 2016 | 2 | 12 | 2016 | 0 | 0 | 0 | 1 | 0 | 1 | 1 | 0 | 1 | 1 | 1 | 0 | 1 | 1 |  0 | 0 | 0 | 1 | 0 | 1 | 1 | 1 | 1 | 2 | 2 | 2 | 2 | 1 |
88 | Chollet, Eileen Emily | The University of Arizona | 2008 | female | 3 | 6 | 2012 | 5 | 7 | 2012 | 0 | 0 | 0 | 0 | 1 | 2 | 1 | 3 | 1 | 1 | 0 | 0 | 0 | 0 |  0 | 1 | 0 | 1 | 1 | 2 | 1 | 4 | 1 | 1 | 0 | 0 | 0 | 0 |
89 | Lukic, Zarija | University of Illinois at Urbana-Champaign | 2008 | male | 1 | 0 | 2008 | 4 | 17 | 2017 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 1 | 1 | 2 | 1 | 1 | 3 | 2 | 2 | 0 | 1 | 3 |
90 | Marian, Laura | University of Pennsylvania | 2008 | female | 3 | 6 | 2015 | 3 | 15 | 2016 | 0 | 0 | 0 | 1 | 1 | 1 | 1 | 1 | 1 | 1 | 1 | 0 | 1 | 0 |  0 | 0 | 0 | 1 | 1 | 1 | 1 | 1 | 4 | 2 | 1 | 1 | 2 | 3 |
91 | Heyward, Irvine Keith | North Carolina State University | 2008 | male | 1 | 0 | 2008 | 1 | 0 | 2008 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
92 | Seitenzahl, Ivo Rolf | The University of Chicago | 2008 | male | 2 | 14 | 2016 | 8 | 57 | 2017 | 0 | 0 | 0 | 0 | 0 | 2 | 4 | 1 | 2 | 0 | 2 | 2 | 2 | 1 |  2 | 2 | 0 | 0 | 2 | 2 | 5 | 4 | 3 | 5 | 10 | 7 | 7 | 11 |
93 | Siegal-Gaskins, Jennifer M. | The University of Chicago | 2008 | female | 4 | 4 | 2015 | 6 | 22 | 2015 | 0 | 0 | 0 | 0 | 1 | 3 | 2 | 0 | 1 | 0 | 0 | 0 | 1 | 0 |  0 | 0 | 0 | 0 | 2 | 4 | 2 | 4 | 2 | 5 | 5 | 3 | 1 | 0 |
94 | Snider, Keely D. | Arizona State University | 2008 | female | 1 | 1 | 2009 | 3 | 1 | 2009 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  2 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
95 | Burrows, Ross Hrant | University of California, Riverside | 2008 | male | 1 | 1 | 2010 | 1 | 4 | 2014 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 2 | 1 | 0 | 0 | 1 | 0 | 0 |
96 | Cara, Mihai | Purdue University | 2008 | male | 3 | 1 | 2013 | 3 | 8 | 2016 | 0 | 0 | 0 | 0 | 0 | 3 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 3 | 0 | 1 | 1 | 2 | 1 | 1 | 0 | 2 |
97 | Hennings-Yeomans, Raul | Case Western Reserve University | 2008 | male | 2 | 0 | 2008 | 7 | 7 | 2011 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 1 | 2 | 3 | 1 | 2 | 2 | 3 | 0 | 0 | 0 | 0 | 0 |
98 | Lundgren, Andrew Paul | Cornell University | 2008 | male | 4 | 2 | 2014 | 8 | 130 | 2017 | 0 | 0 | 0 | 0 | 1 | 3 | 0 | 1 | 0 | 0 | 0 | 1 | 0 | 0 |  0 | 0 | 1 | 1 | 1 | 5 | 3 | 11 | 8 | 19 | 10 | 19 | 11 | 31 |
99 | Meiring, Joseph D. | University of South Carolina | 2008 | male | 4 | 5 | 2013 | 10 | 20 | 2015 | 0 | 0 | 0 | 1 | 1 | 2 | 2 | 0 | 2 | 0 | 1 | 0 | 0 | 0 |  0 | 0 | 0 | 4 | 3 | 3 | 2 | 2 | 8 | 4 | 3 | 0 | 1 | 0 |
100 | Hansen, Sarah M. | The University of Chicago | 2008 | female | 2 | 1 | 2009 | 6 | 14 | 2014 | 0 | 0 | 1 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  3 | 1 | 1 | 0 | 0 | 1 | 4 | 3 | 2 | 3 | 0 | 2 | 0 | 0 |
101 | Ho, Shirley | Princeton University | 2008 | female | 6 | 4 | 2015 | 17 | 93 | 2017 | 0 | 1 | 1 | 1 | 0 | 3 | 1 | 0 | 1 | 1 | 0 | 0 | 1 | 0 |  1 | 1 | 1 | 1 | 2 | 11 | 3 | 1 | 7 | 11 | 9 | 18 | 13 | 20 |
102 | Kakazu, Yuko K. M. | University of Hawai'i at Manoa | 2008 | female | 2 | 1 | 2010 | 5 | 12 | 2016 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 |  1 | 0 | 0 | 0 | 3 | 1 | 1 | 3 | 3 | 1 | 1 | 0 | 2 | 1 |
103 | Morgan, Christopher Warren | School: The Ohio State University | 2008 | male | 6 | 2 | 2012 | 14 | 11 | 2017 | 0 | 0 | 1 | 1 | 1 | 3 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 |  1 | 0 | 1 | 1 | 3 | 8 | 0 | 3 | 0 | 3 | 1 | 0 | 1 | 1 |
104 | Nakajima, Reiko | University of Pennsylvania | 2008 | female | 2 | 2 | 2012 | 11 | 28 | 2017 | 0 | 0 | 0 | 0 | 1 | 1 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 |  1 | 3 | 0 | 2 | 3 | 2 | 3 | 1 | 1 | 4 | 1 | 1 | 6 | 7 |
105 | Urrutia, Tanya Caroline | University of California, Davis | 2008 | female | 3 | 2 | 2012 | 6 | 23 | 2016 | 0 | 0 | 1 | 0 | 0 | 2 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 |  1 | 1 | 1 | 0 | 1 | 2 | 1 | 1 | 2 | 5 | 3 | 0 | 6 | 5 |
106 | Vidal, Arwen | University of Colorado at Boulder | 2008 | female | 1 | 0 | 2008 | 1 | 1 | 2014 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 |
107 | Robinson, Sarah Elaine | University of California, Santa Cruz | 2008 | female | 5 | 0 | 2008 | 12 | 4 | 2017 | 0 | 0 | 0 | 2 | 2 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 2 | 5 | 4 | 1 | 3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
108 | Tao, Jian | Washington University in St. Louis | 2008 | male | 2 | 4 | 2014 | 6 | 17 | 2016 | 1 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 2 | 1 | 0 | 1 | 0 | 0 |  1 | 0 | 2 | 0 | 1 | 2 | 3 | 0 | 3 | 1 | 3 | 5 | 0 | 2 |
109 | Chowdhury, Borun D. | The Ohio State University | 2008 | male | 5 | 6 | 2015 | 5 | 14 | 2017 | 0 | 0 | 0 | 0 | 1 | 4 | 1 | 0 | 0 | 1 | 3 | 0 | 1 | 0 |  0 | 0 | 0 | 0 | 1 | 4 | 1 | 0 | 0 | 1 | 4 | 3 | 2 | 2 |
110 | Warner, Nicholas Hale | Arizona State University | 2008 | male | 4 | 5 | 2017 | 4 | 17 | 2017 | 1 | 0 | 0 | 0 | 0 | 3 | 1 | 1 | 1 | 0 | 0 | 0 | 1 | 0 |  1 | 0 | 0 | 0 | 0 | 3 | 1 | 1 | 3 | 2 | 2 | 3 | 3 | 1 |
111 | Mirmalek, Zara Lenora | University of California, San Diego | 2008 | female | 1 | 0 | 2008 | 1 | 0 | 2008 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
112 | Jiang, Guangfei | The Ohio State University | 2008 | male | 5 | 0 | 2008 | 6 | 1 | 2014 | 0 | 1 | 0 | 0 | 1 | 3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 1 | 0 | 0 | 1 | 4 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 |
113 | Fischer, William J. | University of Massachusetts Amherst | 2008 | male | 2 | 7 | 2017 | 5 | 32 | 2017 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 1 | 1 | 1 | 1 | 1 | 0 | 1 |  1 | 0 | 0 | 1 | 1 | 2 | 0 | 4 | 5 | 2 | 5 | 3 | 2 | 9 |
114 | Koeppen, William Carl | University of Hawai'i at Manoa | 2008 | male | 3 | 0 | 2008 | 4 | 0 | 2008 | 0 | 0 | 1 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  1 | 0 | 1 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
115 | Boyle, Michael | California Institute of Technology | 2008 | male | 4 | 8 | 2016 | 5 | 54 | 2017 | 0 | 0 | 0 | 0 | 2 | 2 | 3 | 0 | 2 | 0 | 1 | 0 | 0 | 2 |  0 | 1 | 0 | 0 | 2 | 2 | 7 | 4 | 7 | 8 | 6 | 4 | 3 | 11 |
116 | Rocha, Jorge V. | University of California, Santa Barbara | 2008 | male | 3 | 8 | 2015 | 7 | 20 | 2017 | 0 | 0 | 0 | 0 | 0 | 3 | 1 | 0 | 2 | 1 | 1 | 2 | 1 | 0 |  0 | 0 | 0 | 1 | 2 | 4 | 1 | 3 | 2 | 1 | 2 | 4 | 4 | 2 |
117 | Broughton, Suzanne H. | University of Nevada, Las Vegas | 2008 | female | 1 | 0 | 2008 | 1 | 0 | 2008 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
118 | Su, Peng | The University of Arizona | 2008 | male | 1 | 0 | 2008 | 1 | 1 | 2015 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 |
119 | Fan, Chaojun | Washington State University | 2008 | male | 3 | 3 | 2010 | 6 | 13 | 2015 | 0 | 0 | 1 | 0 | 0 | 2 | 2 | 1 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 1 | 0 | 1 | 4 | 3 | 3 | 4 | 2 | 0 | 0 | 1 | 0 |
120 | Enoch, Melissa Lanae | California Institute of Technology | 2008 | female | 5 | 4 | 2011 | 6 | 10 | 2012 | 1 | 0 | 0 | 1 | 1 | 2 | 2 | 1 | 1 | 0 | 0 | 0 | 0 | 0 |  1 | 0 | 0 | 2 | 1 | 2 | 4 | 3 | 2 | 1 | 0 | 0 | 0 | 0 |
121 | Ehrlich, Ralf | University of Maryland, College Park | 2008 | male | 1 | 1 | 2016 | 18 | 37 | 2017 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 |  0 | 2 | 1 | 4 | 5 | 6 | 7 | 11 | 12 | 3 | 0 | 0 | 0 | 3 |
122 | Grashorn, Eric William | University of Minnesota | 2008 | male | 3 | 1 | 2010 | 5 | 38 | 2015 | 0 | 0 | 0 | 0 | 0 | 3 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 1 | 0 | 1 | 3 | 2 | 10 | 11 | 13 | 1 | 0 | 1 | 0 |
123 | Goeller, Robert E. | University of Massachusetts Amherst | 2008 | male | 2 | 0 | 2008 | 2 | 0 | 2008 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
124 | Alenazi, Moqbil Salem T. | The University of Utah | 2008 | male | 1 | 0 | 2008 | 1 | 0 | 2008 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
125 | Fuse, Christopher Robert | Texas Christian University | 2008 | male | 1 | 2 | 2013 | 1 | 2 | 2013 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 |
126 | Giblin, John T., Jr. | Yale University | 2008 | male | 3 | 8 | 2016 | 7 | 20 | 2016 | 0 | 2 | 0 | 0 | 0 | 1 | 0 | 2 | 0 | 2 | 0 | 2 | 0 | 2 |  0 | 2 | 1 | 0 | 1 | 3 | 3 | 2 | 1 | 4 | 2 | 2 | 1 | 5 |
127 | Harrington, David M. | University of Hawai'i at Manoa | 2008 | male | 6 | 10 | 2017 | 9 | 18 | 2017 | 0 | 0 | 0 | 1 | 3 | 2 | 3 | 1 | 1 | 0 | 0 | 0 | 2 | 1 |  0 | 0 | 1 | 1 | 4 | 3 | 3 | 1 | 3 | 2 | 1 | 0 | 3 | 3 |
128 | Jian, Lan | University of California, Los Angeles | 2008 | female | 6 | 8 | 2014 | 13 | 73 | 2017 | 0 | 0 | 0 | 2 | 0 | 4 | 2 | 1 | 2 | 0 | 2 | 1 | 0 | 0 |  0 | 0 | 1 | 2 | 1 | 9 | 10 | 11 | 5 | 7 | 11 | 7 | 5 | 14 |
129 | Kisner, Theodore Schuyler | University of California, Santa Barbara | 2008 | male | 1 | 0 | 2008 | 15 | 142 | 2017 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  2 | 0 | 1 | 6 | 5 | 1 | 2 | 6 | 24 | 1 | 7 | 37 | 15 | 47 |
130 | Lawton, Brandon | New Mexico State University | 2008 | male | 2 | 1 | 2010 | 5 | 9 | 2012 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 |  2 | 0 | 0 | 1 | 0 | 2 | 0 | 4 | 4 | 1 | 0 | 0 | 0 | 0 |
131 | Moores, John | The University of Arizona | 2008 | male | 2 | 13 | 2017 | 4 | 40 | 2017 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 1 | 2 | 3 | 0 | 1 | 3 | 2 |  0 | 0 | 1 | 0 | 1 | 2 | 1 | 4 | 2 | 5 | 8 | 9 | 4 | 6 |
132 | Krejny, Megan M. | Northwestern University | 2008 | female | 2 | 1 | 2009 | 5 | 7 | 2016 | 0 | 0 | 0 | 0 | 0 | 2 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 1 | 0 | 4 | 1 | 0 | 1 | 3 | 0 | 0 | 1 | 1 |
133 | Lima, Marcos V. | The University of Chicago | 2008 | male | 5 | 2 | 2010 | 10 | 59 | 2017 | 0 | 1 | 1 | 0 | 1 | 2 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 1 | 1 | 0 | 2 | 6 | 4 | 3 | 1 | 1 | 3 | 2 | 4 | 27 |
134 | Patla, Bijunath R. | Michigan Technological University | 2008 | None | 2 | 2 | 2016 | 3 | 3 | 2016 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 1 |  0 | 0 | 0 | 0 | 0 | 3 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 1 |
135 | Mao, Dan | University of Southern California | 2008 | male | 1 | 1 | 2009 | 2 | 6 | 2017 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  1 | 0 | 0 | 0 | 0 | 1 | 3 | 1 | 0 | 0 | 0 | 0 | 0 | 1 |
136 | Sexton, Matthew G. | University of Minnesota | 2008 | male | 1 | 0 | 2008 | 2 | 0 | 2008 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
137 | Bhattacharya, Suman | University of Pittsburgh | 2008 | male | 8 | 7 | 2017 | 11 | 30 | 2017 | 1 | 0 | 1 | 1 | 1 | 4 | 1 | 0 | 2 | 1 | 2 | 0 | 0 | 0 |  2 | 0 | 2 | 1 | 1 | 5 | 3 | 4 | 5 | 2 | 6 | 2 | 4 | 2 |
138 | Herrmann, Kimberly A. | The Pennsylvania State University | 2008 | female | 2 | 6 | 2016 | 4 | 14 | 2017 | 0 | 0 | 0 | 0 | 0 | 2 | 3 | 0 | 0 | 0 | 1 | 0 | 0 | 2 |  0 | 1 | 0 | 0 | 0 | 3 | 3 | 0 | 2 | 2 | 2 | 0 | 2 | 2 |
139 | Morris, David C. | The Pennsylvania State University | 2008 | male | 2 | 1 | 2009 | 34 | 13 | 2017 | 0 | 0 | 0 | 0 | 1 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  4 | 1 | 6 | 9 | 10 | 4 | 2 | 1 | 2 | 1 | 1 | 0 | 1 | 3 |
140 | Erikson, Luke | Colorado School of Mines | 2008 | male | 1 | 1 | 2010 | 2 | 4 | 2013 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 1 | 0 | 1 | 0 | 1 | 1 | 1 | 1 | 0 | 0 | 0 |
141 | Bogdanov, Slavko Bogdan | Harvard University | 2008 | male | 6 | 14 | 2016 | 9 | 61 | 2017 | 0 | 0 | 1 | 2 | 1 | 2 | 1 | 1 | 2 | 0 | 1 | 4 | 2 | 3 |  0 | 0 | 2 | 3 | 1 | 3 | 2 | 4 | 3 | 5 | 5 | 16 | 9 | 10 |
142 | Cunningham, Andrew J. | University of Rochester | 2008 | male | 5 | 4 | 2012 | 10 | 17 | 2017 | 0 | 0 | 2 | 2 | 0 | 1 | 2 | 0 | 1 | 1 | 0 | 0 | 0 | 0 |  0 | 1 | 3 | 2 | 1 | 3 | 5 | 3 | 1 | 2 | 1 | 1 | 1 | 2 |
143 | Devor, Jonathan | Harvard University | 2008 | male | 6 | 0 | 2008 | 8 | 2 | 2016 | 0 | 0 | 1 | 2 | 0 | 3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  2 | 0 | 1 | 2 | 0 | 3 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 1 |
144 | Finkelstein, Steven L. | Arizona State University | 2008 | male | 4 | 17 | 2016 | 6 | 101 | 2017 | 0 | 0 | 0 | 1 | 1 | 2 | 5 | 1 | 4 | 2 | 1 | 0 | 3 | 1 |  1 | 0 | 0 | 1 | 2 | 2 | 7 | 5 | 13 | 8 | 12 | 15 | 17 | 14 |
145 | Grimes, John P. | The Johns Hopkins University | 2008 | male | 4 | 1 | 2009 | 7 | 2 | 2015 | 0 | 0 | 1 | 1 | 1 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  1 | 2 | 1 | 1 | 1 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 0 |
146 | Ramirez, Ivan | The University of Texas at Austin | 2008 | male | 1 | 0 | 2008 | 15 | 55 | 2017 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  1 | 3 | 3 | 2 | 2 | 4 | 3 | 8 | 4 | 7 | 2 | 8 | 7 | 14 |
147 | Shifflett, James A. | Washington University in St. Louis | 2008 | male | 2 | 1 | 2009 | 2 | 1 | 2009 | 0 | 0 | 0 | 0 | 0 | 2 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 2 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
148 | Thrane, Eric | University of Washington | 2008 | male | 1 | 14 | 2017 | 9 | 129 | 2017 | 0 | 0 | 0 | 0 | 0 | 1 | 3 | 0 | 1 | 0 | 4 | 2 | 3 | 0 |  1 | 0 | 0 | 3 | 1 | 4 | 4 | 6 | 7 | 18 | 12 | 20 | 14 | 33 |
149 | Yadav, Amit P. S. | University of Illinois at Urbana-Champaign | 2008 | male | 4 | 5 | 2012 | 6 | 23 | 2015 | 0 | 0 | 0 | 0 | 1 | 3 | 1 | 2 | 0 | 2 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 2 | 4 | 3 | 2 | 3 | 3 | 5 | 5 | 2 | 0 |
150 | Zeng, Jing | Washington University in St. Louis | 2008 | female | 3 | 0 | 2008 | 6 | 7 | 2016 | 0 | 0 | 0 | 0 | 1 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 1 | 0 | 1 | 2 | 2 | 0 | 0 | 2 | 1 | 0 | 2 | 1 | 1 |
151 | Bland, Michael Thomas | The University of Arizona | 2008 | male | 4 | 9 | 2016 | 4 | 15 | 2017 | 0 | 0 | 0 | 0 | 2 | 2 | 1 | 1 | 0 | 2 | 2 | 0 | 2 | 1 |  0 | 0 | 0 | 0 | 2 | 2 | 1 | 2 | 0 | 2 | 2 | 0 | 2 | 5 |
152 | Cui, Jun | The University of Arizona | 2008 | male | 3 | 12 | 2016 | 8 | 28 | 2016 | 0 | 0 | 1 | 0 | 0 | 2 | 3 | 1 | 2 | 1 | 1 | 1 | 2 | 1 |  0 | 0 | 1 | 2 | 0 | 5 | 5 | 4 | 5 | 2 | 3 | 1 | 5 | 3 |
153 | Fernandez, Elizabeth Rose | The University of Texas at Austin | 2008 | female | 3 | 6 | 2014 | 11 | 37 | 2017 | 0 | 0 | 0 | 1 | 0 | 2 | 0 | 1 | 1 | 1 | 2 | 1 | 0 | 0 |  1 | 1 | 2 | 3 | 0 | 4 | 0 | 1 | 1 | 1 | 2 | 3 | 11 | 15 |
154 | Garg, Arti | Harvard University | 2008 | female | 2 | 1 | 2010 | 12 | 3 | 2016 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 1 | 3 | 0 | 3 | 5 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 1 |
155 | Hickox, Ryan Callaghan | Harvard University | 2008 | male | 7 | 4 | 2014 | 12 | 96 | 2017 | 0 | 1 | 1 | 1 | 3 | 1 | 1 | 0 | 1 | 1 | 0 | 1 | 0 | 0 |  0 | 2 | 1 | 3 | 4 | 2 | 4 | 4 | 7 | 16 | 12 | 17 | 16 | 15 |
156 | Smith, Erin Caitriona | University of California, Los Angeles | 2008 | female | 2 | 0 | 2008 | 13 | 11 | 2016 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  2 | 1 | 4 | 1 | 1 | 4 | 2 | 0 | 2 | 3 | 1 | 1 | 0 | 2 |
157 | Nordhaus, Jason T. | University of Rochester | 2008 | male | 5 | 7 | 2013 | 8 | 28 | 2017 | 0 | 0 | 0 | 1 | 1 | 3 | 0 | 3 | 2 | 1 | 1 | 0 | 0 | 0 |  0 | 0 | 0 | 2 | 2 | 4 | 3 | 3 | 6 | 3 | 4 | 3 | 2 | 3 |
158 | Oppenheimer, Benjamin Darwin | The University of Arizona | 2008 | male | 5 | 7 | 2016 | 14 | 49 | 2017 | 0 | 0 | 1 | 2 | 0 | 2 | 2 | 1 | 0 | 1 | 2 | 0 | 0 | 1 |  0 | 0 | 3 | 5 | 2 | 4 | 4 | 5 | 6 | 6 | 8 | 8 | 4 | 6 |
159 | Singhal, Alok | University of Virginia | 2008 | male | 1 | 0 | 2008 | 1 | 32 | 2017 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 24 |
160 | Ulusen, Demet | Stanford University | 2008 | female | 1 | 5 | 2016 | 2 | 9 | 2016 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 1 | 2 | 0 | 0 | 0 | 1 |  0 | 0 | 0 | 0 | 0 | 2 | 0 | 2 | 1 | 3 | 0 | 1 | 1 | 1 |
